,Id,Personal URL,Profile Cover Image Status,Profile Text Color R,Profile Text Color G,Profile Text Color B,Profile Page Color R,Profile Page Color G,Profile Page Color B,Profile Theme Color R,Profile Theme Color G,Profile Theme Color B,Is Profile View Size Customized?,Location Public Visibility,Profile Creation Month,Profile Creation Day,Profile Creation WeekDay,Profile Creation Hour,User Language,Num of Followers,Num of People Following,Num of Status Updates,Num of Direct Messages,Avg Daily Profile Visit Duration in seconds,Avg Daily Profile Clicks,Profile Image,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,-39600,-36000,-28800,-25200,-21600,-18000,-14400,-10800,-7200,0,3600,7200,10800,14400,16200,18000,19800,21600,25200,28800,32400,36000,37800,39600,46800,Not verified,Pending,Verified,business,celebrity,government,unknown,Num of Profile Likes
5620,44F9DC255PIPDADB,0,1,0.13,0.42,0.71,0.96,0.96,0.96,0.89,0.89,0.89,0,1,8,31,0,15,4,4.324200116785378,2.123851640967086,3.4899584794248346,2.4800069429571505,1.414973347970818,0.6020599913279624,44F9DC255PIPDADB.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.311753861055754
5621,8NKA8GBIA13SOKCQ,0,1,0.96,0.05,0.59,0.87,0.93,0.96,0.07,0.07,0.07,0,1,11,1,0,13,6,5.300314992990184,1.662757831681574,4.510129282621902,2.586587304671755,1.462397997898956,0.9030899869919435,8NKA8GBIA13SOKCQ.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.539327063539375
5622,L44SS4LRBFHBH3P5,1,0,0.72,0.05,0.29,0.9,0.96,0.98,0.0,0.0,0.0,0,1,4,22,3,12,6,5.655379535828152,3.055378331375,4.625106575403468,2.5646660642520893,1.5440680443502757,0.6020599913279624,L44SS4LRBFHBH3P5.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.2427898094786767
5628,918QJT9EJ7NBT109,1,1,0.1,0.81,0.53,0.87,0.93,0.96,0.08,0.55,0.93,0,1,7,31,1,3,6,4.502973059065631,1.9731278535996986,3.902709812969877,0.9542425094393249,1.3979400086720377,0.6020599913279624,918QJT9EJ7NBT109.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4771212547196624
5629,CASCFFBFHC589KTD,1,1,0.2,0.2,0.2,0.87,0.93,0.96,0.4,0.49,0.52,0,0,11,17,3,0,6,4.839704248967155,2.271841606536499,4.160558562107558,2.8102325179950842,1.2304489213782739,0.6020599913279624,CASCFFBFHC589KTD.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.3344537511509307
5631,19112SBDSLQH6SL3,1,1,0.11,0.52,0.63,0.92,0.92,0.9,1.0,1.0,1.0,0,0,7,14,1,14,6,4.981007227051861,1.8388490907372552,4.365787395093661,3.154423973114647,0.9030899869919435,0.3010299956639812,19112SBDSLQH6SL3.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.5314789170422551
5636,JC8O2F5J408OEQBP,1,0,0.11,0.58,0.88,0.8,0.1,0.14,0.78,0.8,0.8,0,1,10,7,1,15,18,5.0638960381259945,0.8450980400142568,4.698222374681167,2.651278013998144,1.414973347970818,0.3010299956639812,JC8O2F5J408OEQBP.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.7781512503836436
5639,DIJ8T9FGB1QCAG8L,1,1,0.0,0.35,0.2,0.87,0.93,0.96,0.75,0.87,0.93,0,1,5,10,1,9,19,5.385792104724191,2.734799829588847,4.4265763193351715,2.615950051656401,1.380211241711606,0.47712125471966244,DIJ8T9FGB1QCAG8L.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.7403626894942437
5646,P366MCSA80CI990F,1,1,0.04,0.16,0.98,0.22,0.29,0.38,0.0,0.02,0.03,0,1,7,1,3,7,13,5.392878018067141,2.271841606536499,4.277907045047425,2.978180516937414,1.3424226808222062,0.6989700043360189,P366MCSA80CI990F.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.2576785748691846
5648,SH7SFOTEQJIJKRJN,1,0,0.8,0.2,0.4,0.94,0.94,0.94,0.6,0.64,0.71,0,1,3,27,6,8,6,3.4313637641589874,3.114610984232173,3.529045170765769,0.9030899869919435,1.1139433523068367,0.47712125471966244,SH7SFOTEQJIJKRJN.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.2528530309798933
5649,27DN9F2NLAFGOL91,1,0,0.19,0.29,0.65,0.76,0.91,0.91,0.0,0.62,0.61,0,1,1,3,0,20,8,5.30072588307482,2.462397997898956,3.9797304306622854,2.761927838420529,1.3424226808222062,0.3010299956639812,27DN9F2NLAFGOL91.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.3521825181113627
5651,NR8QNCI08BQRRS02,0,1,0.0,0.52,0.71,0.87,1.0,0.8,0.6,0.89,0.91,0,1,4,23,5,3,8,5.14029744400833,2.44870631990508,3.743666521446213,2.499687082618404,1.3979400086720377,0.6020599913279624,NR8QNCI08BQRRS02.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.8976270912904414
5652,21AK745BEN3HT05L,1,1,0.05,0.6,0.01,0.94,0.94,0.94,0.07,0.08,0.09,0,1,11,23,5,6,6,2.0644579892269186,2.2671717284030137,2.401400540781544,0.0,1.5563025007672873,0.47712125471966244,21AK745BEN3HT05L.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0211892990699383
5657,DMKLM2TM6HJKH6IO,1,1,0.62,0.35,0.18,0.92,0.87,0.67,0.06,0.06,0.05,0,1,10,27,3,19,6,5.995737833890924,0.3010299956639812,2.848189116991399,3.2942457161381182,1.568201724066995,0.6020599913279624,DMKLM2TM6HJKH6IO.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.4409090820652177
5659,97B38JCGBT30GLLB,1,0,0.78,0.02,0.02,0.15,0.14,0.16,0.02,0.02,0.02,0,1,6,21,1,14,10,5.787148634085882,2.9143431571194407,4.532919914252143,2.7032913781186614,1.0,0.47712125471966244,97B38JCGBT30GLLB.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.854852362417834
5663,TRMC3LR1TC3QL2DG,0,1,0.85,0.16,0.11,1.0,1.0,1.0,0.82,0.83,0.83,0,1,11,14,4,13,6,4.434217494305147,3.4154741681092355,4.656280318241814,2.7505083948513462,1.0,0.6020599913279624,TRMC3LR1TC3QL2DG.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.597804842404293
5665,MA5G19AF05IP4KE4,1,1,0.0,0.51,0.79,0.87,0.93,0.96,0.0,0.0,0.0,0,0,11,3,3,0,24,5.596531121833604,1.1760912590556813,3.433449793761596,2.499687082618404,1.0791812460476249,0.47712125471966244,MA5G19AF05IP4KE4.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.041392685158225
5666,9PKM7INF4E1QSFE4,1,1,0.21,0.56,0.26,0.7,0.78,0.84,0.03,0.03,0.03,0,1,12,29,0,18,6,3.5289167002776547,2.826722520168992,3.231979026831504,1.9344984512435677,1.3979400086720377,0.9542425094393249,9PKM7INF4E1QSFE4.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.7752462597402365
5669,TGE468MKF2ID4HT6,0,1,0.4,0.4,0.4,0.92,0.92,0.92,0.48,0.0,0.1,0,1,6,11,3,14,6,3.7570162347313008,3.1559430179718366,3.8327643049405316,2.41161970596323,1.3222192947339193,0.47712125471966244,TGE468MKF2ID4HT6.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.542700969448111
5671,5M9G9P55D9L58PN1,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,1,31,3,19,6,5.343499185471121,2.714329759745233,4.07213956323974,3.3787611753163733,1.5314789170422551,0.3010299956639812,5M9G9P55D9L58PN1.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.494711025205263
5673,J0MJB7MMC4PJ53RD,1,1,0.2,0.2,0.2,0.87,0.93,0.96,0.18,0.14,0.09,0,0,1,13,4,3,6,3.721645766289746,2.9360107957152097,3.3027637084729817,2.271841606536499,1.4313637641589874,0.3010299956639812,J0MJB7MMC4PJ53RD.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.792391689498254
5675,7R1HNNRHA0T9CLNA,1,1,0.22,0.71,0.89,0.84,0.93,0.98,1.0,1.0,1.0,0,0,6,16,1,9,6,4.688134945323488,1.255272505103306,3.636888906983799,2.8847953639489807,1.414973347970818,0.47712125471966244,7R1HNNRHA0T9CLNA.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7993405494535817
5678,PGS5P875JFOS84RB,0,1,0.0,0.0,0.0,1.0,0.84,0.06,1.0,0.87,0.0,0,1,6,2,1,6,6,5.438132383869454,2.5490032620257876,3.9327780700605506,2.342422680822206,1.414973347970818,0.8450980400142568,PGS5P875JFOS84RB.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.166430113843283
5679,N2IG99QOMN8EOI0D,0,1,0.45,0.0,0.0,0.94,0.94,0.94,1.0,1.0,1.0,0,1,3,4,3,21,6,3.5118833609788744,2.8627275283179747,3.731266349075492,2.296665190261531,1.0791812460476249,0.3010299956639812,N2IG99QOMN8EOI0D.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4046627008737222
5681,TH8POHRBH3BT3QAJ,1,0,0.67,0.72,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,14,3,18,6,2.3242824552976926,2.4608978427565478,2.583198773968623,1.2787536009528289,1.414973347970818,0.6989700043360189,TH8POHRBH3BT3QAJ.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.4149733479708178
5686,5RJLOD0S7B14SK3O,0,1,1.0,0.4,0.0,0.93,0.93,0.93,0.6,0.64,0.71,0,1,12,17,3,17,6,6.196155174741423,1.5314789170422551,3.997561115633588,3.0674428427763805,0.9030899869919435,0.6989700043360189,5RJLOD0S7B14SK3O.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.432969290874406
5688,ILDLHDQT9TNS15DR,1,0,0.67,0.72,0.76,0.87,1.0,0.8,0.67,0.72,0.76,0,1,11,23,0,22,8,3.7016543173257483,3.1504494094608804,4.2249472187770865,1.4471580313422192,1.505149978319906,0.3010299956639812,ILDLHDQT9TNS15DR.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.9542425094393248
5689,7TB6T30B1MSB7BNJ,0,1,0.18,0.76,0.94,0.15,0.14,0.16,0.1,0.11,0.12,0,0,12,23,3,2,6,2.90687353472207,1.6232492903979006,2.8369567370595505,1.146128035678238,1.5563025007672873,0.47712125471966244,7TB6T30B1MSB7BNJ.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
5690,ATFB77HK7SJKC56T,1,0,0.0,0.3,0.59,1.0,1.0,1.0,0.0,0.3,0.59,0,0,10,11,1,20,6,3.119585774961784,2.4409090820652177,3.975615597966895,1.4913616938342726,1.5185139398778875,0.6989700043360189,ATFB77HK7SJKC56T.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.1869563354654122
5691,5LI1K6SGHS2Q290C,0,0,0.79,0.0,0.0,0.88,0.88,0.88,0.6,0.0,0.0,0,1,9,30,1,17,6,3.833975371279906,3.5703093854358796,3.5293019977879805,2.0253058652647704,1.2787536009528289,0.47712125471966244,5LI1K6SGHS2Q290C.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.8797264966395772
5692,81976J5N09O5RCTH,1,0,0.0,0.52,0.71,0.87,0.93,0.96,0.01,0.14,0.19,0,0,3,11,6,22,24,5.971813280284237,2.6464037262230695,3.5725230978496376,2.699837725867246,1.4913616938342726,0.8450980400142568,81976J5N09O5RCTH.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.60422605308447
5694,BBNBNGFM4O9TPPIQ,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,8,10,1,18,6,6.06779147696856,2.3443922736851106,4.394241487477641,2.924795995797912,1.2304489213782739,0.47712125471966244,BBNBNGFM4O9TPPIQ.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.773274348337454
5695,Q7PFKFT0FL56I2RT,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,10,18,5,10,6,4.789023386139152,2.7573960287930244,3.794139355767774,1.8512583487190752,1.041392685158225,0.6020599913279624,Q7PFKFT0FL56I2RT.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0595634179012676
5697,P37GTC4MBFL6JBND,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,1,26,1,3,6,4.503000338013029,0.9030899869919435,3.7939300067726847,1.5563025007672873,1.1760912590556813,0.3010299956639812,P37GTC4MBFL6JBND.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.1931245983544616
5700,9OI7OC6A872QJPSH,1,0,0.09,0.69,0.68,1.0,1.0,1.0,0.09,0.69,0.68,0,0,7,20,1,13,8,3.840106094456758,2.3138672203691533,3.5039268041935103,1.5563025007672873,1.5314789170422551,0.3010299956639812,9OI7OC6A872QJPSH.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.2576785748691846
5701,0A918LSH4RKN0OAL,0,0,0.22,0.36,0.85,0.15,0.14,0.16,1.0,1.0,1.0,0,0,12,5,5,3,6,6.292060151496735,2.869818207979328,4.443090800561706,2.9813655090785445,1.505149978319906,0.6020599913279624,0A918LSH4RKN0OAL.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.9014583213961123
5702,JJBH8QOBKOECM5NR,0,0,0.0,0.52,0.71,0.87,1.0,0.8,0.58,0.83,0.53,0,0,1,28,3,13,6,4.980471520550195,2.0791812460476247,3.8522969658269255,2.968015713993642,1.4313637641589874,0.7781512503836436,JJBH8QOBKOECM5NR.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5070458724273257
5706,OR2T5F4AF3JQBIM9,1,0,1.0,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,9,0,3,6,3.6722826247889206,3.1852587652965854,3.68761812957177,2.2430380486862944,1.414973347970818,0.3010299956639812,OR2T5F4AF3JQBIM9.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.8129133566428557
5707,HTTAD7LGTQ2CA8G4,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,11,27,3,19,6,4.916016802045424,2.385606273598312,4.435159270818,2.6748611407378116,1.041392685158225,0.47712125471966244,HTTAD7LGTQ2CA8G4.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.375297738217339
5710,9R6QQIIOAKGAE1SB,0,0,0.17,0.2,0.38,0.87,0.93,0.94,1.0,1.0,1.0,0,1,7,25,5,12,7,4.3887936723235015,2.904715545278681,3.9986080293150943,2.220108088040055,1.0791812460476249,0.3010299956639812,9R6QQIIOAKGAE1SB.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5725230978496376
5711,95RFK7MH93HCODTS,0,0,0.39,0.47,0.69,0.02,0.02,0.02,0.0,0.0,0.0,0,1,10,5,0,2,6,3.315970345456918,2.5118833609788744,4.567849450573107,1.462397997898956,1.3222192947339193,0.3010299956639812,95RFK7MH93HCODTS.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2038484637462346
5713,PGKFBC1CJEJM8ICE,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,7,31,1,1,6,6.048132481965252,3.104487111312395,3.901785145303599,2.5622928644564746,1.380211241711606,0.6989700043360189,PGKFBC1CJEJM8ICE.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.553640336231354
5715,M2SK1HB33TFEHIP6,0,1,0.29,0.29,0.29,0.91,0.91,0.91,0.89,0.89,0.89,0,1,2,6,4,10,6,4.53378476429838,3.323870606540509,4.166459717093484,2.6242820958356683,1.255272505103306,0.6989700043360189,M2SK1HB33TFEHIP6.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.8819549713396007
5716,E4KJPPLKPSK29NBP,1,1,0.71,0.62,0.13,0.87,0.93,0.96,0.0,0.0,0.0,0,0,2,15,1,15,6,3.330413773349191,2.0293837776852097,3.4490153163477864,1.3979400086720377,1.5185139398778875,0.3010299956639812,E4KJPPLKPSK29NBP.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.651956069533074
5718,OPHA3TH2SB6D773I,0,1,0.27,0.43,0.59,0.94,0.94,0.94,1.0,1.0,1.0,0,0,5,1,3,19,6,4.721027024937184,3.2750808984568587,4.482559177770485,3.274619619091238,1.146128035678238,0.3010299956639812,OPHA3TH2SB6D773I.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.682776646314434
5719,R19H4RQISD1OOB24,0,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,1,3,9,3,17,6,6.216341960467144,2.690196080028514,4.279347492410732,2.8959747323590648,1.2787536009528289,0.8450980400142568,R19H4RQISD1OOB24.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.890979596989689
5720,GNBJM68LIHENKNPG,1,1,0.8,0.0,0.4,0.96,0.96,0.96,1.0,1.0,1.0,0,1,8,27,4,10,6,3.914290255665949,3.0203612826477078,2.682145076373832,2.1335389083702174,1.0791812460476249,0.8450980400142568,GNBJM68LIHENKNPG.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.2278867046136734
5721,AGAJGH815GG9T177,1,1,0.22,0.11,0.24,0.84,0.78,0.85,0.52,0.34,0.56,0,0,4,24,4,16,6,5.943836672410512,1.8388490907372552,3.2681097298084785,3.0681858617461617,1.5185139398778875,0.47712125471966244,AGAJGH815GG9T177.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
5726,MH6DI4MQL9NL3NO5,0,1,0.2,0.0,0.45,0.75,0.87,0.93,0.54,0.55,0.55,0,1,6,9,1,12,6,4.628358272887206,2.8567288903828825,3.9372168908627057,2.722633922533812,1.5563025007672873,0.47712125471966244,MH6DI4MQL9NL3NO5.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.060320028688285
5728,DBPH75N32ETE8RB3,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,10,4,6,17,6,5.1334973929428696,1.6334684555795866,2.9132839017604186,1.462397997898956,0.8450980400142568,0.3010299956639812,DBPH75N32ETE8RB3.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8450980400142568
5729,7OLTO40E46G0C9B0,0,0,0.92,0.46,0.0,0.87,0.93,0.96,0.37,0.32,0.3,0,1,4,8,3,14,6,3.3157604906657347,3.2052043639481447,3.4276483711869328,2.130333768495006,1.5185139398778875,0.3010299956639812,7OLTO40E46G0C9B0.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.3326404103874627
5730,TJSTGSCA12I8EKS8,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,10,11,1,15,13,5.853934150839122,2.56702636615906,2.7015679850559273,3.246498580795801,1.0791812460476249,0.3010299956639812,TJSTGSCA12I8EKS8.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.494154594018443
5731,LHS4FCHC21FIQGO8,0,0,0.07,0.07,0.07,0.95,0.23,0.26,0.98,0.22,0.18,0,1,3,10,1,12,6,3.9914918889101596,3.412124406173317,3.635986111800833,2.146128035678238,1.3222192947339193,0.9542425094393249,LHS4FCHC21FIQGO8.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2830749747354715
5733,2Q8PNEDH04HJ6910,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,9,10,5,14,6,4.910416277817994,3.4802944600030066,2.6541765418779604,2.72916478969277,1.5563025007672873,0.3010299956639812,2Q8PNEDH04HJ6910.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
5734,2QPN4OCSF3T42ABK,1,1,0.0,0.52,0.71,0.97,0.93,0.93,0.0,0.0,0.0,0,1,4,26,1,2,6,6.09789942396655,2.9232440186302764,3.691346764134822,3.4243915544102776,1.380211241711606,0.6020599913279624,2QPN4OCSF3T42ABK.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8808135922807914
5735,6K25L2K7A4135Q7E,0,1,0.62,0.49,0.04,0.98,0.94,0.78,0.0,0.27,0.47,0,0,4,10,4,18,6,4.593352535578897,2.5877109650189114,3.7223870941771238,3.010723865391773,1.3424226808222062,0.6020599913279624,6K25L2K7A4135Q7E.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.3121773564397787
5736,BEL91NCFB8QR5LB0,0,1,0.54,0.79,0.98,0.87,1.0,0.8,0.0,0.02,0.02,0,1,4,18,5,15,6,5.571611017211242,2.255272505103306,4.122215878272827,3.4038066105474227,1.3222192947339193,0.6020599913279624,BEL91NCFB8QR5LB0.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5450595846940027
